"variable","season","estimate","lower","upper"
"scale(Obesity)","summer",1.00814778887979,0.982362036736251,1.03461038417152
"scale(Obesity)","fall",1.00041112445145,0.981009785703923,1.02019616166017
"scale(Asthma)","spring",0.953678399772821,0.922566986672031,0.985838972489239
"scale(Asthma)","summer",1.00120204642398,0.978330520595498,1.02460826546985
"scale(Asthma)","fall",0.986316949134652,0.969427268956873,1.00350088686598
"scale(Cancer)","spring",1.07776321428997,1.03457865235847,1.1227503519705
"scale(Cancer)","summer",1.07254772807616,1.04229439786014,1.10367918254483
"scale(Cancer)","fall",0.96212752996766,0.941620242640641,0.983081439844268
"scale(COPD)","spring",0.903775102244277,0.858514974103248,0.951421303151809
"scale(COPD)","summer",0.888766194343245,0.858460124459081,0.920142154191607
"scale(COPD)","fall",0.996405770234332,0.970225031208192,1.02329297536257
"scale(Diabetes)","spring",1.15466523938882,1.10106112567151,1.2108790184012
"scale(Diabetes)","summer",0.941033510113981,0.902966481719564,0.980705358488008
"scale(Diabetes)","fall",0.987274938752384,0.955955320913039,1.019620669884
"scale(HF)","spring",0.972789509530133,0.93082312879267,1.01664795446081
"scale(HF)","summer",1.01671917304051,0.987482148067115,1.04682183759125
"scale(HF)","fall",1.0628144935791,1.03916712381174,1.08699998477477
"scale(HTN)","spring",1.15854416320172,1.07215354033557,1.25189585968131
"scale(HTN)","summer",1.17051108305145,1.10614960787944,1.23861743997979
"scale(HTN)","fall",1.09718247196087,1.05051708694927,1.14592079627573
"scale(KD)","spring",0.833778119387957,0.794486368232609,0.875013065254484
"scale(KD)","summer",1.04797784309318,1.01408691111368,1.0830014149459
"scale(KD)","fall",0.995765369315439,0.9710798593316,1.02107840173969
"scale(Stroke)","spring",0.987492849323554,0.943293827706677,1.0337628624539
"scale(Stroke)","summer",1.03397881893642,1.0019852599069,1.0669939377237
"scale(Stroke)","fall",0.948478125988404,0.925664895986361,0.971853593432293
"scale(ICUBeds)","spring",0.923005396095426,0.889587903919746,0.957678220968853
"scale(ICUBeds)","summer",0.988941547847785,0.964100677724354,1.01442246401905
"scale(ICUBeds)","fall",1.09090670168945,1.07039458790618,1.11181189183597
"scale(NursingHomeBeds)","spring",0.968090361923716,0.952166363315966,0.984280672954828
"scale(NursingHomeBeds)","summer",1.02177505105621,1.0088965819265,1.03481791262227
"scale(NursingHomeBeds)","fall",0.995899501776844,0.985940266889638,1.0059593374437
