"variable","season","estimate","lower","upper"
"scale(Diabetes)","spring",1.09057228146109,1.03713778049762,1.14675978780813
"scale(Diabetes)","summer",1.16152201934161,1.10505964642339,1.22086930400723
"scale(Diabetes)","fall",0.987844786377909,0.944347078401291,1.03334604860115
"scale(HF)","spring",1.07042338787693,1.02146483626536,1.1217285105018
"scale(HF)","summer",0.967775900473952,0.932882765536142,1.0039741628198
"scale(HF)","fall",1.06465746004214,1.0325438592784,1.0977698400294
"scale(HTN)","spring",0.872753595657867,0.804349357632627,0.946975131521929
"scale(HTN)","summer",1.25600415385892,1.16669913713756,1.35214502547872
"scale(HTN)","fall",0.98091827125366,0.92400572484348,1.04133624826
"scale(KD)","spring",1.06213709286069,1.01138799087116,1.11543266700136
"scale(KD)","summer",0.957474971958522,0.91863828851217,0.997953529034543
"scale(KD)","fall",1.07232269923433,1.03565182746739,1.11029203135298
"scale(Stroke)","spring",0.996191351167097,0.951911407062609,1.04253105990446
"scale(Stroke)","summer",1.02161168221977,0.982493491941838,1.06228737168031
"scale(Stroke)","fall",1.03773654651727,1.00414528682663,1.07245152081615
"scale(ICUBeds)","spring",1.13325824117333,1.08975676516856,1.1784962316693
"scale(ICUBeds)","summer",1.03469043850535,1.00092153587228,1.06959863002788
"scale(ICUBeds)","fall",0.99192455151482,0.965436893571791,1.01913892295718
"scale(NursingHomeBeds)","spring",0.983069702441961,0.96669055162734,0.999726373897448
"scale(NursingHomeBeds)","summer",1.00364602971698,0.986884780053783,1.02069195241998
"scale(NursingHomeBeds)","fall",1.00347713784313,0.988938437541355,1.01822957622854
