"variable","season","estimate","lower","upper"
"scale(HouseholdSize)","summer",0.991515495606728,0.947627074710054,1.03743656578096
"scale(HouseholdSize)","fall",0.914472384114896,0.878288848920145,0.952146599990381
"scale(noHealthInsurance)","spring",0.720131031761382,0.669325123791129,0.77479342172063
"scale(noHealthInsurance)","summer",1.03513747854124,0.968284456046765,1.10660621761438
"scale(noHealthInsurance)","fall",0.991271125369678,0.929017782634466,1.05769605529531
"scale(Poverty)","spring",1.16370813834428,1.08253248509188,1.25097089454435
"scale(Poverty)","summer",1.07017093389194,1.00568923994613,1.13878699528345
"scale(Poverty)","fall",0.963773564118523,0.913590306943675,1.01671337341694
"scale(noHighSchool)","spring",1.20493510142123,1.12331834980852,1.29248186757074
"scale(noHighSchool)","summer",1.25297318688009,1.18016645579785,1.33027150477607
"scale(noHighSchool)","fall",1.1532206606092,1.09427784331928,1.21533840804258
"scale(PercentEduHealthSoc)","spring",0.823327851767694,0.789426989506467,0.858684540188061
"scale(PercentEduHealthSoc)","summer",1.11361877255934,1.07391533297183,1.1547900775052
"scale(PercentEduHealthSoc)","fall",1.06273690023938,1.03157743464869,1.09483755770118
"scale(Smoking)","spring",0.842787765646796,0.787641982009768,0.901794513430483
"scale(Smoking)","summer",0.970741801913959,0.912464452564226,1.03274121346314
"scale(Smoking)","fall",0.971757351986266,0.920439613679587,1.02593623427868
"scale(Obesity)","spring",0.813902469841575,0.778137445350625,0.851311338854443
"scale(Obesity)","summer",1.01202999807708,0.974437260453154,1.05107302293798
"scale(Obesity)","fall",1.03868015994699,1.00740056045874,1.07093098516466
"scale(Asthma)","spring",0.960822073632395,0.925262519082001,0.997748247810996
"scale(Asthma)","summer",0.983627568009422,0.950636632918715,1.01776342194764
"scale(Asthma)","fall",0.983380616210514,0.956787426632327,1.01071294356608
"scale(Cancer)","spring",1.00577866734651,0.960166662193939,1.05355743697442
"scale(Cancer)","summer",1.01001891486394,0.968279833273208,1.05355721902668
"scale(Cancer)","fall",0.940975409515665,0.909637160457602,0.97339330427942
"scale(COPD)","spring",0.931447513641611,0.878542285694687,0.987538658976567
"scale(COPD)","summer",0.86665404127565,0.824877699695001,0.910546166464596
"scale(COPD)","fall",0.976325101435003,0.937454484909308,1.01680744936037
"scale(Diabetes)","spring",1.24961670245929,1.17885265006808,1.32462857251502
"scale(Diabetes)","summer",1.06438911919375,1.00459170245695,1.12774592333106
"scale(Diabetes)","fall",0.993923899520739,0.944269054426432,1.04618986866892
"scale(HF)","spring",1.08111430064685,1.02596588037594,1.139227096553
"scale(HF)","summer",1.02074442522103,0.978604460701125,1.06469899071717
"scale(HF)","fall",1.12808261141314,1.08975527439143,1.16775794352851
"scale(HTN)","spring",1.03791075978698,0.946423958655017,1.138241203036
"scale(HTN)","summer",1.36620764746514,1.25558616211058,1.48657526844251
"scale(HTN)","fall",1.09712291743992,1.02471500835519,1.17464727866528
"scale(KD)","spring",0.916509875134478,0.866887380171599,0.968972868255091
"scale(KD)","summer",1.01985020868075,0.972882973094689,1.06908485080964
"scale(KD)","fall",1.06045341805543,1.019787178716,1.10274131243871
"scale(Stroke)","spring",1.00199696236059,0.952084585820736,1.05452596075207
"scale(Stroke)","summer",1.05804976749903,1.0116317083732,1.10659768890101
"scale(Stroke)","fall",0.991148601556349,0.954862806187443,1.02881329548222
"scale(ICUBeds)","spring",0.994823252801376,0.953046112853342,1.03843170961719
"scale(ICUBeds)","summer",1.04319974819295,1.00428838343742,1.08361874196433
"scale(ICUBeds)","fall",1.08299273656397,1.05025926751519,1.11674641084122
"scale(NursingHomeBeds)","spring",0.957296349185245,0.938696903228941,0.976264326654428
"scale(NursingHomeBeds)","summer",1.02526232488053,1.00553583409538,1.04537580778023
"scale(NursingHomeBeds)","fall",1.00111220486355,0.984386662339143,1.01812192817121
